,Title,Relevant
422,„ÉÜ„Ç£„Éª„Ç¢„Ç§„Éª„Ç®„É´Ê†™Âºè‰ºöÁ§æÂåóÂ§ßÁô∫„Éô„É≥„ÉÅ„É£„Éº„ÅÆ til„ÄÅawl„ÄÅË™øÂíåÊäÄÁ†î„ÅÆ 3 Á§æ„ÅåÂçîÂäõ„Åó„Å¶„ÄÅ„É™„ÉÜ„Éº„É´Âêë„ÅëÊñ∞Âûã„Ç≥„É≠„Éä„Ç¶„Ç£„É´„ÇπÂØæÁ≠ñ„ÇΩ„É™„É•„Éº„Ç∑„Éß„É≥„ÅÆÈñãÁô∫„Å´ÁùÄÊâã,1
423,moving from surveillance to intelligent actions using digital eyes,1
424,standards are key to europes recovery [promoted content],1
425,robotic assistance devices deploys artificial intelligence-powered face mask detection reporting analytic,1
426,covid-19 update: 02 july 2020 - optics.org,1
427,pyer moss pledges $50k usd for small businesses impacted by coronavirus,1
428,new york city mta asks apple for help educating riders about using face id while wearing a mask,1
429,how the uk's care homes were abandoned to coronavirus,1
430,clinician burnout during the times of covid-19,1
431,"at rush, patient engagement suite increases pandemic-era rounds by 247%",1
432,care indeed partners with myndvr to launch second iteration ci-vr virtual reality training program,1
433,accelerated enrollment solutions and science 37 collaborate to provide virtual trial access to patients globally,1
434,how montreal west island's only hospital learned from covid-19 outbreaks within its aging walls,1
435,ortho's total antibody test for covid-19 receives emergency use authorization from fda,1
436,workcare provides covid-19 diagnostic saliva test for workplace and home use,1
437,intervention research to improve native american health (r01 clinical trial optional),1
438,edited transcript of insm.oq earnings conference call or presentation 30-apr-20 12:30pm gmt,1
439,hillrom introduces five new innovations to help caregivers fight covid-19,1
440,mdland selects the link+ by livecare to be the premier devices for their remote patient monitoring (rpm) solution servicing their chronic care patients and population health management,1
441,will these 3 coronavirus stocks lead the market to recovery?,1
442,scientists build drone that emits ultraviolet light to kill coronavirus,1
443,eight student teams named national winners of 28th annual exploravision competition,1
444,"histalk interviews philip meer, ceo, patientkeeper",1
445,telemedicine in covid-19: disparities still exist,1
446,altapures technology achieves high level disinfection of n95 safety masks,1
447,roya mahboob on empowering women through design education,1
448,new device could reduce covid-19 infection risk and demand for invasive ventilators,1
449,better treatments & diagnostics [promoted content],1
450,"mark toland, former ceo of siemens-owned corindus, joins biostar capital as partner and entrepreneur in residence",1
451,silvercloud health announces $16m series b funding for digital mental health platform,1
452,modernizing medicine wins stevie¬Æ award for covid-19 response,1
453,covid-19 home testing kit provider letsgetchecked deploys 8x8 contact centre for vital support,1
454,ntt data simplifies clients digital healthcare journey with powerful new alliance,1
455,tackling covid-19 in europe ì quantzig makes the right move by expanding its rwe analytics solutions portfolio just in time,1
456,"olio partners with healthcare systems, nursing homes in indiana to improve patient outcomes and caregiver safety during the coronavirus pandemic",1
457,"sunquest worldcare‚Ñ¢ disease surveillance, outbreak, and management solution enables rapid response to covid-19",1
458,covid-19 study shows that men have over double the death rate of women,1
459,wolters kluwer releases tsoftplus paycheck protection program lending insights,1
460,news 2/12/20,1
461,digital healthcare in canada: infinitis recent article explains how canadian healthcare companies can enable the adoption of digital healthcare services,1
462,"arizona's ppe shortage better addressed with a centralized system, legislators say",1
463,medical supply companies take on crucial role in combatting coronavirus,1
464,fired us scientist slams us government over medicine imported from india,1
465,"coronavirus saliva tests could be as accurate or better than nasal swabs, yale researchers say",1
466,canaccord: these 3 stocks are poised to surge by at least 50%,1
467,sage growth partners and black book research release new survey results in series assessing healthcare consumer sentiment during covid-19 crisis,1
468,big business has its own plan to reopen economy - washington post,1
469,genomind launches express ship-to-patient capability for genomind professional pgx express test enabling access to critical mental health treatment information,1
470,the telehealth market in us to reach revenues of over $25 billion during the period 2020 ‚àí2025 - market research by arizton,1
471,a better way to scale covid-19 testing,1
472,india coronavirus dispatch: does your health insurance cover covid-19?,1
473,healthcare artificial intelligence (ai) market worth $51.3 billion by 2027- exclusive report covering pre and post covid-19 market analysis by meticulous research¬Æ,1
474,change healthcare introduces interqual¬Æ 2020 with covid-19 criteria,1
475,"trump admin officials ignored covid-19 warnings, alleges fired american scientist",1
476,curbside consult with dr. jayne 6/29/20,1
477,indian-origin physician wins award for covid-19 work in uk,1
478,doctor world ramps up services to combat covid-19 - bsa bureau,1
479,"telehealth company, justmiine, launches one-of-a-kind platform, miinehealth, to help schools and companies reopen safely during covid-19",1
480,the hunt for a vaccine: canadian company begins human testing of covid-19 candidate - ctv news,1
481,thermal imaging cameras are still dangerous dragnet surveillance cameras,1
482,the little ships sailing to the rescue,1
483,rogers and university of calgary advance innovative iot research to support canadian businesses - yahoo finance,1
484,a ux guide to cscw software: updating our toolkits,1
485,new journal brings data-centric research to life,1
486,africa to become testing ground for útrust stampù vaccine record and biometric digital payment system,1
487,africa to become testing ground for útrust stampù vaccine record and payment system,1
488,do uv light phone sanitizers really work?,1
489,"this week in washington ip: algorithmic biases in ai, federal funding of r&d programs and digitalization-driven improvements to energy efficiency",1
490,smartphones become latest weapon in battle to stop to coronavirus,1
